43,Layli,1200000,Layli.jpg,25,"A soft mint sling bag with gold accents, Layli embodies dreamy, graceful evenings. Elegant, yet practical, it brings out your gentler side, with a midnight-blue lining and a crescent clasp closure.",1,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
44,Firdaws,1750000,Firdaws.jpg,10,"A crescent-shaped shoulder bag in soft matte blue, designed for calm sophistication. Firdaws is the perfect everyday companion that blends minimalism with a touch of celestial charm.",2,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
45,Firyal,1620000,Firyal.jpg,15,"This structured bucket bag features delicate floral motifs and a cream palette—perfect for those who love soft, romantic aesthetics. Firyal brings a timeless feminine touch to any look.",3,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
46,Ghubar,1980000,Ghubar.jpg,17,"With its rich chocolate tones and classic silhouette, Ghubar is a heritage-inspired handbag that exudes strength and elegance—ideal for formal and executive settings.",4,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
47,Hijaz,1390000,Hijaz.jpg,20,"The Hijaz bag combines white and brown in a sleek, modern shoulder design. It reflects balance, modesty, and timeless taste—ideal for daily wear or casual elegance.",1,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
48,Joud,1860000,Joud.jpg,7,"Joud is a unique cylindrical bucket bag adorned with blue floral embroidery and golden accents, symbolizing generosity and luxury in every stitch.",3,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
49,Mahra,1330000,Mahra.jpg,16,"With its black and ivory palette and equestrian-inspired buckle, Mahra brings out a bold yet classic style—perfect for making a subtle statement.",5,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
50,Nibras,1990000,Nibras.jpg,5,"Woven textures and a structured form define Nibras. Inspired by artisanal craftsmanship, it reflects grounded wisdom and understated elegance.",6,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
51,Raqi,1510000,Raqi.jpg,25,"Sleek in pale sage with a structured frame, Raqi is the embodiment of class. Its name meaning '"elegant'" is no coincidence—this bag speaks sophistication.",5,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
52,Rawya,1750000,Rawya.jpg,16,A vintage-inspired design with a rich brown top flap and cream body—Rawya is for the storyteller in you. Carry memories with grace.,6,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
53,Rim,1260000,Rim.jpg,9,"A petite shoulder bag in cream and caramel—Rim is refined and compact, offering chic simplicity for day-to-night transitions.",5,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
54,Saifan,1800000,Saifan.jpg,11,"A structured black bag with bold lines and gold hardware, Saifan is your everyday armor—strong, stylish, and built for ambition.",4,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
55,Salsabil,1100000,Salsabil.jpg,19,"Petite, boxy, and crafted in rich brown leather, Salsabil is the definition of quiet luxury. Small in size, big in impression.",7,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
56,Sana,1980000,Sana.jpg,17,An ornate handbag with golden floral textures—Sana brings celebration to your outfit. It’s for those who live vibrantly and elegantly.,8,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
57,Shams,1220000,Shams.jpg,14,"A graceful ivory evening clutch with subtle gold details, Shams (meaning '"sun'") radiates effortless charm and serenity.",9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
58,Tiba,1300000,Tiba.jpg,10,"This light blue rectangular sling bag is sweet and refined, perfect for adding a soft splash of color to your look. Tiba is all about grace in simplicity.",10,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
59,Wahaj,1590000,Wahaj.jpg,6,"Bold in red with a striking structure, Wahaj stands for radiant energy. This piece adds power and fire to your outfit.",4,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
60,Warda,1680000,Warda.jpg,11,"Crafted like a blooming rose, Warda is a soft-textured, floral-accented bag perfect for garden parties, weddings, or a romantic day out.",1,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
61,Zahwa,1160000,Zahwa.jpg,0,A light blush pink shoulder bag—Zahwa exudes sweetness and subtle charm. Ideal for gentle souls and minimalist styles.,1,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
62,Zumurrud,19200000,Zumurrud.jpg,5,"Rich and dark greenish-black with a bold structure—Zumurrud (meaning '"emerald'") is for the confident, timeless woman.",2,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
63,Maghfira,1450000,Maghfira.jpg,20,"Blue Crocodile Bag, very unique and eye-catching—Maghfira stands out as a bold statement piece.",6,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
64,Azmina,1350000,Azmina.jpg,12,A sophisticated box clutch with a houndstooth pattern and gold clasp. Azmina is perfect for evening events and adds a touch of vintage elegance to any outfit.,9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
65,Jawhara,1680000,Jawhara.jpg,14,"A crescent-shaped hobo bag in rich brown with woven texture and gold hardware. Jawhara means '"jewel'" and truly lives up to its name with timeless sophistication.",2,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
66,Liyana,1850000,Liyana.jpg,8,"A luxurious woven hobo bag in deep chocolate brown. Liyana offers spacious elegance with its soft structure, perfect for those who appreciate artisanal craftsmanship.",2,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
67,Nayyara,1280000,Nayyara.jpg,15,"An elegant ivory clutch with quilted texture and delicate gold hardware. Nayyara brings celestial beauty to your evening ensemble with its clean, refined design.",9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
68,Noura,1420000,Noura.jpg,10,"A charming shoulder bag featuring floral embroidery in coral tones. Noura radiates light and femininity, perfect for spring and summer occasions.",1,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
69,Raniya,1920000,Raniya.jpg,6,A structured woven tote in navy blue with gold accents. Raniya exudes queenly confidence and is ideal for professional settings or sophisticated daily wear.,8,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
70,Riham,1880000,Riham.jpg,9,"A rich burgundy woven bag with elegant structure. Riham is perfect for those who appreciate deep, luxurious tones and timeless design.",6,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
71,Ruwayda,1150000,Ruwayda.jpg,18,"A sleek burgundy clutch with quilted texture and gold clasp. Ruwayda offers understated luxury in a compact form, perfect for evening elegance.",9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
72,Safiyya,1950000,Safiyya.jpg,7,"A statement woven box bag in deep burgundy with gold hardware. Safiyya means '"pure'" and delivers pure sophistication with its structured design.",9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
73,Thara,1380000,Thara.jpg,13,A vibrant turquoise box bag with quilted texture and gold details. Thara brings a pop of color and joy to any outfit with its playful yet elegant design.,7,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
74,Yasira,1320000,Yasira.jpg,11,"A golden woven clutch with intricate texture. Yasira shines with effortless grace, perfect for special occasions where you want to make a subtle statement.",9,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
75,Yusra,1450000,Yusra.jpg,10,A sophisticated striped box bag in neutral tones with gold hardware. Yusra offers modern elegance with its geometric pattern and structured form.,7,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
76,Zahira,1580000,Zahira.jpg,12,"A chic colorblock box bag in navy and tan. Zahira radiates brilliance with its modern design, perfect for the contemporary woman who values style and function.",7,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
77,Zarfa,1490000,Zarfa.jpg,14,"An elegant sage green box bag with gold hardware. Zarfa brings refined grace with its soft color and structured silhouette, ideal for sophisticated daily wear.",7,t,2025-11-25 04:50:31.162576+07,2025-11-25 04:50:31.162576+07
